"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Module"
"GO:0060285","cilium-dependent cell motility","62/2482","218/18986",0.284403669724771,2.17553911095669,6.76967647667639,1.29773004072535e-09,6.92987841747339e-07,6.43400893875412e-07,"ARMC12/BBS1/C2CD6/CATSPER1/CCDC38/CELF3/CFAP46/CFAP47/CFAP53/CFAP61/CFAP65/CFAP97D1/DDX4/DNAH6/DNAH9/DNAI1/DNAI3/DRC1/DRC7/EFCAB6/EFHB/FSIP2/GAS2L2/HOATZ/IQUB/IRGC/KLC3/LDHC/MAFIP/MEIG1/MNS1/ODAD3/PFN4/PLA2G3/RGN/RIBC1/RIBC2/RNASE10/ROPN1L/RSPH4A/RSPH6A/RSPH9/SEPTIN4/SLC22A14/SLC22A16/SPAG6/SPAG8/SPEM3/TAC1/TAC3/TACR2/TCTE1/TEKT1/TEKT2/TEKT3/TEKT5/TMEM232/TSSK4/TSSK6/TTLL6/TTLL8/TTLL9",62,"2"
"GO:0050953","sensory perception of light stimulus","63/2482","226/18986",0.278761061946903,2.13237611689117,6.64110100353923,2.29902172280176e-09,1.12537113331146e-06,1.04484487244175e-06,"ABCC6/AIPL1/ARR3/BBS1/CABP1/CACNA1F/CACNA2D4/CACNB2/CDH3/CLDN19/CNGB1/CPLX4/CRB1/CRB2/CRX/CRYBA1/CRYBB1/CRYBB2/CRYBB3/CRYGN/CRYGS/EYA4/FSCN2/GJA3/GLRA1/GNAT1/GPR179/GRK1/GRK7/GRM6/GRM8/GUCY2D/GUCY2F/IRX5/KCNJ10/LAMC3/LCTL/LRIT3/MYO7A/NR2E3/NRL/NXNL2/PAX6/PCDH15/PDE6A/PDE6C/PDE6G/POU4F3/POU6F2/PPEF2/PRCD/PRR4/RDH12/RDH5/RDH8/REEP6/RGS9/RORB/RPGRIP1/RRH/SLC4A10/TRPM1/ZIC2",63,"2"
"GO:0007601","visual perception","62/2482","222/18986",0.279279279279279,2.13634020805657,6.60440550716868,2.8393295629421e-09,1.28294014251707e-06,1.19113898506907e-06,"ABCC6/AIPL1/ARR3/BBS1/CABP1/CACNA1F/CACNA2D4/CACNB2/CDH3/CLDN19/CNGB1/CPLX4/CRB1/CRB2/CRX/CRYBA1/CRYBB1/CRYBB2/CRYBB3/CRYGN/CRYGS/EYA4/FSCN2/GJA3/GLRA1/GNAT1/GPR179/GRK1/GRK7/GRM6/GRM8/GUCY2D/GUCY2F/IRX5/KCNJ10/LAMC3/LCTL/LRIT3/MYO7A/NR2E3/NRL/NXNL2/PAX6/PDE6A/PDE6C/PDE6G/POU4F3/POU6F2/PPEF2/PRCD/PRR4/RDH12/RDH5/RDH8/REEP6/RGS9/RORB/RPGRIP1/RRH/SLC4A10/TRPM1/ZIC2",62,"2"
"GO:0001578","microtubule bundle formation","44/2482","136/18986",0.323529411764706,2.4748305446272,6.6937190833082,4.51645775783479e-09,1.89497663353725e-06,1.75938102581519e-06,"CCDC63/CFAP100/CFAP46/CFAP47/CFAP65/CFAP74/CFAP91/CFAP97D1/DNAAF1/DNAAF3/DNAAF4/DNAI1/DNAI2/DNAI3/DRC1/DRC7/FSIP2/GAS2L2/HOATZ/HYDIN/KIF20A/LRGUK/LRRC43/LRRC61/MEIG1/MNS1/ODAD1/ODAD2/ODAD3/PLA2G3/PLK1/PSRC1/RSPH4A/RSPH6A/RSPH9/SPAG17/SPAG6/TEKT2/TPPP/TPPP3/TRIM46/TTLL6/TTLL8/ZMYND10",44,"2"
"GO:0006816","calcium ion transport","101/2482","445/18986",0.226966292134831,1.7361732564351,6.09403643990892,1.24829184526256e-08,4.88831086604819e-06,4.53852635109146e-06,"ADCYAP1R1/ADRA2A/AKAP5/ANO9/ASIC1/ATP1A2/ATP2B2/ATP2C2/CACNA1B/CACNA1D/CACNA1F/CACNA1I/CACNA1S/CACNA2D4/CACNB2/CACNG5/CACNG7/CAMK2B/CASQ1/CATSPER1/CAV3/CCL21/CCL3/CCL4/CCR1/CCR5/CCR7/CD19/CD4/CD84/CHRNA10/CHRNA4/CNGA4/CNGB1/CXCR3/EFHB/EGF/FKBP1B/GCK/GJC2/GP1BA/GP5/GP9/GPR35/GRAMD2A/GRIN1/GRIN2A/GRIN2C/GRIN2D/GRIN3A/GRIN3B/GRM6/HAP1/HOMER2/HPCA/HRC/HTR2C/IL13/JPH1/JPH2/JPH3/LILRA2/LILRA5/LILRB1/LILRB2/MCOLN3/METTL21C/NPPA/OPRD1/P2RX6/PKD1L2/PKD2L1/PKD2L2/PKDREJ/PLCH1/PLCH2/PLP1/PPP3R2/PSEN2/RAMP1/RGS9/RYR2/SLC24A3/SLC24A4/SLC8A2/SLC8A3/STAC2/STAC3/THY1/TMC2/TMEM37/TRDN/TRPC5/TRPC7/TRPM1/TRPM2/TRPM6/TRPM8/TRPV5/UCN/UCP2",101,"2"
"GO:0035082","axoneme assembly","36/2482","105/18986",0.342857142857143,2.62267756417636,6.46585508339196,2.05305707989191e-08,7.53728580455318e-06,6.99795311244737e-06,"CCDC63/CFAP100/CFAP46/CFAP47/CFAP65/CFAP74/CFAP91/CFAP97D1/DNAAF1/DNAAF3/DNAAF4/DNAI1/DNAI2/DNAI3/DRC1/DRC7/FSIP2/HOATZ/HYDIN/LRGUK/LRRC43/LRRC61/MEIG1/MNS1/ODAD1/ODAD2/ODAD3/PLA2G3/RSPH4A/RSPH6A/RSPH9/SPAG17/SPAG6/TEKT2/TTLL8/ZMYND10",36,"2"
"GO:0007156","homophilic cell adhesion via plasma membrane adhesion molecules","49/2482","168/18986",0.291666666666667,2.23109723341391,6.21543953547492,2.81275832817413e-08,9.71890730570284e-06,9.02346804846449e-06,"CADM2/CD84/CDH1/CDH15/CDH17/CDH20/CDH26/CDH3/CDH6/CDHR1/CDHR2/CDHR3/CDHR5/CEACAM5/CEACAM6/CELSR2/CNTN2/CNTN4/CNTN6/DSCAML1/IGSF11/IGSF9/KIRREL3/L1CAM/NECTIN4/PCDH15/PCDH8/PCDHA10/PCDHA2/PCDHA3/PCDHA4/PCDHAC1/PCDHB12/PCDHB16/PCDHB2/PCDHGA1/PCDHGA3/PCDHGA4/PCDHGA5/PCDHGA7/PCDHGA8/PCDHGB2/PCDHGB3/PCDHGC4/PCDHGC5/PTPRT/RET/ROBO2/SDK2",49,"2"
"GO:0015698","inorganic anion transport","50/2482","174/18986",0.28735632183908,2.19812535311716,6.15702588117591,3.46711353882101e-08,1.13143471816859e-05,1.05047457570945e-05,"ABCB1/ABCC6/ADAMTS8/ANO4/ANO9/AQP6/BEST2/BEST3/BEST4/BSND/CA7/CFTR/CLCA2/CLCN1/CLCNKA/CLIC3/GABRB1/GABRP/GABRQ/GABRR1/GLRA1/KCNK2/KCNQ1/NMUR2/PRKG2/SLC12A1/SLC12A3/SLC12A5/SLC13A4/SLC17A1/SLC17A2/SLC17A3/SLC17A7/SLC22A6/SLC22A8/SLC25A10/SLC26A8/SLC26A9/SLC34A2/SLC34A3/SLC4A1/SLC4A10/SLC4A11/SLC4A3/SLC4A5/SLC4A9/SLC6A14/TTYH1/UCP2/WNK4",50,"2"
"GO:0098742","cell-cell adhesion via plasma-membrane adhesion molecules","70/2482","280/18986",0.25,1.91236905721193,5.96445381955388,4.23575020540309e-08,1.30951561613357e-05,1.2158128428916e-05,"APOA1/CADM2/CD177/CD84/CDH1/CDH15/CDH17/CDH20/CDH26/CDH3/CDH6/CDHR1/CDHR2/CDHR3/CDHR5/CEACAM5/CEACAM6/CELSR2/CLDN1/CLDN19/CLDN2/CLDN20/CLDN23/CLDN6/CNTN2/CNTN4/CNTN6/CRB1/CRB2/CRTAM/DAB1/DSCAML1/GPC4/IGSF11/IGSF9/IL10/IL1RAPL1/ITGAL/JAML/KIRREL3/L1CAM/MAG/MIR221/MPZ/NECTIN4/NTNG2/PCDH15/PCDH8/PCDHA10/PCDHA2/PCDHA3/PCDHA4/PCDHAC1/PCDHB12/PCDHB16/PCDHB2/PCDHGA1/PCDHGA3/PCDHGA4/PCDHGA5/PCDHGA7/PCDHGA8/PCDHGB2/PCDHGB3/PCDHGC4/PCDHGC5/PTPRT/RET/ROBO2/SDK2",70,"2"
"GO:0007218","neuropeptide signaling pathway","37/2482","113/18986",0.327433628318584,2.50469575634836,6.22126971144354,5.23905003933848e-08,1.47096252985408e-05,1.3657073754411e-05,"BRS3/ECRG4/GALR2/GLRA1/GPR151/GPR83/GPR84/GRPR/HCRTR1/KISS1R/LTB4R2/MC2R/NMU/NMUR2/NPBWR1/NPFF/NPPA/NPPB/NPW/NPY2R/NTS/NXPH4/OPRD1/OPRK1/POMC/PROK2/PTGDR2/RXFP4/SCG5/SORL1/SSTR3/SSTR4/SSTR5/TAC1/TAC3/TENM1/UCN",37,"2"
"GO:0070588","calcium ion transmembrane transport","82/2482","348/18986",0.235632183908046,1.80246278955607,5.85903986936531,5.25880373287975e-08,1.47096252985408e-05,1.3657073754411e-05,"ADCYAP1R1/ADRA2A/AKAP5/ANO9/ASIC1/ATP1A2/ATP2B2/ATP2C2/CACNA1B/CACNA1D/CACNA1F/CACNA1I/CACNA1S/CACNA2D4/CACNB2/CACNG5/CACNG7/CASQ1/CATSPER1/CCL21/CCL3/CCR5/CCR7/CD19/CHRNA10/CNGA4/CNGB1/CXCR3/FKBP1B/GJC2/GP1BA/GP5/GP9/GPR35/GRIN1/GRIN2A/GRIN2C/GRIN2D/GRIN3A/GRIN3B/GRM6/HAP1/HPCA/HRC/HTR2C/IL13/JPH1/JPH2/JPH3/MCOLN3/METTL21C/NPPA/P2RX6/PKD1L2/PKD2L1/PKD2L2/PKDREJ/PLCH1/PLCH2/PLP1/PPP3R2/PSEN2/RGS9/RYR2/SLC24A3/SLC24A4/SLC8A2/SLC8A3/STAC2/STAC3/THY1/TMC2/TMEM37/TRDN/TRPC5/TRPC7/TRPM1/TRPM2/TRPM6/TRPM8/TRPV5/UCP2",82,"2"
"GO:0098659","inorganic cation import across plasma membrane","40/2482","128/18986",0.3125,2.39046132151491,6.12107447453964,6.58767485899377e-08,1.6824348748578e-05,1.56204775489459e-05,"ABCC9/AKAP5/ATP1A2/ATP4A/CACNA1B/CACNA1D/CACNA1F/CACNA1I/CACNA1S/FXYD2/GRM6/HCN2/KCNH2/KCNJ1/KCNJ10/KCNJ11/KCNJ13/KCNJ16/KCNJ5/KCNJ6/KCNJ9/KCNK5/KCNQ1/PPP3R2/SCNN1A/SCNN1D/SLC12A1/SLC12A3/SLC12A5/SLC24A4/SLC39A5/SLC8A2/SLC8A3/SLC9A2/SLC9A3/SLC9A4/SLC9C2/TRPM1/TRPM2/TRPV5",40,"2"
"GO:0099587","inorganic ion import across plasma membrane","40/2482","128/18986",0.3125,2.39046132151491,6.12107447453964,6.58767485899377e-08,1.6824348748578e-05,1.56204775489459e-05,"ABCC9/AKAP5/ATP1A2/ATP4A/CACNA1B/CACNA1D/CACNA1F/CACNA1I/CACNA1S/FXYD2/GRM6/HCN2/KCNH2/KCNJ1/KCNJ10/KCNJ11/KCNJ13/KCNJ16/KCNJ5/KCNJ6/KCNJ9/KCNK5/KCNQ1/PPP3R2/SCNN1A/SCNN1D/SLC12A1/SLC12A3/SLC12A5/SLC24A4/SLC39A5/SLC8A2/SLC8A3/SLC9A2/SLC9A3/SLC9A4/SLC9C2/TRPM1/TRPM2/TRPV5",40,"2"
"GO:0015711","organic anion transport","101/2482","462/18986",0.218614718614719,1.67228809331952,5.67310214444024,9.12746181607687e-08,2.23394627948481e-05,2.07409559952168e-05,"ABCB1/ABCB11/ABCB4/ABCC11/ABCC6/ADORA1/AKR1C4/ASIC3/ATP1A2/BEST2/BEST4/CA4/CALHM4/CFTR/CLDN2/CLN3/CR1/DRD3/FABP5P3/FOLR3/G6PC1/GFAP/GRM1/GRM2/GRM7/KCNJ10/KCNK2/KMO/LRP2/MTTP/NMUR2/NR0B2/PIANP/PLA2G10/PLA2G3/PPARG/PROCA1/RBP5/RBP7/RTBDN/SLC10A4/SLC10A5/SLC13A5/SLC16A10/SLC16A11/SLC16A12/SLC16A8/SLC17A1/SLC17A2/SLC17A3/SLC17A7/SLC22A10/SLC22A13/SLC22A14/SLC22A2/SLC22A24/SLC22A6/SLC22A8/SLC22A9/SLC23A1/SLC25A10/SLC25A18/SLC25A32/SLC25A47/SLC26A8/SLC26A9/SLC27A6/SLC2A2/SLC2A4/SLC36A2/SLC36A3/SLC38A11/SLC38A3/SLC38A4/SLC39A5/SLC3A1/SLC4A1/SLC4A10/SLC4A11/SLC4A3/SLC4A5/SLC4A9/SLC51B/SLC52A3/SLC5A12/SLC6A12/SLC6A13/SLC6A14/SLC6A17/SLC6A20/SLC7A14/SLCO1A2/SLCO1B3/SLCO1C1/SLCO2B1/SPX/SSTR4/SYK/TNF/TTYH1/UCP2",101,"2"
"GO:0009581","detection of external stimulus","42/2482","144/18986",0.291666666666667,2.23109723341391,5.75071286269105,2.68490319753216e-07,6.30844855292155e-05,5.85704567006909e-05,"ADORA1/AIPL1/ASIC3/CACNA1F/CACNA2D4/CAV3/CDS1/CHRNA10/CNGB1/CRB1/GNAT1/GNGT1/GPR52/GPR88/GRIK2/GRK1/GRK7/GRM6/GUCY2D/GUCY2F/HPN/KCNK2/KCNQ1/NR2E3/PDE6C/PDZD7/PJVK/PKD1L2/PKD2L1/PKD2L2/PKDREJ/PLEKHB1/REEP6/RRH/SAG/SCN1A/SCN9A/SLC24A4/TAC1/TCAP/TMC2/TNF",42,"2"
"GO:0010959","regulation of metal ion transport","90/2482","408/18986",0.220588235294118,1.68738446224582,5.44304462808332,2.98851103288545e-07,6.59508423394068e-05,6.12317105102713e-05,"ABCC9/ADCYAP1R1/ADORA1/ADRA2A/AGT/AKAP5/ATP1A2/ATP2C2/CACNA1D/CACNA1F/CACNB2/CAMK2B/CASQ1/CAV3/CCL3/CCL4/CCR1/CD19/CD4/CD84/CXCR3/DPP6/DRD3/EFHB/EGF/FGF14/FKBP1B/FXYD2/GALR2/GCK/GJC2/GPR35/GRAMD2A/GRIN1/GRIN3B/GRM6/HAP1/HOMER2/HPCA/HRC/IL13/JPH1/JPH2/JPH3/KCNAB3/KCNC1/KCNE1/KCNE4/KCNE5/KCNG2/KCNG3/KCNH2/KCNIP2/KCNIP3/KCNIP4/KCNQ1/KCNRG/KCNS2/LILRA2/LILRA5/LILRB1/LILRB2/LRRC55/METTL21C/NKAIN1/NPPA/OPRD1/OPRK1/OSR1/PLP1/PPP3R2/PRSS8/PSEN2/RANGRF/RGS7/RGS9/RYR2/SLC31A2/SNTA1/SPTBN4/STAC2/STAC3/TF/THY1/TMC2/TRDN/UCN/UCP2/WNK2/WNK4",90,"2"
"GO:0030317","flagellated sperm motility","52/2482","196/18986",0.26530612244898,2.02945287704123,5.61801247389572,3.14372418369662e-07,6.59508423394068e-05,6.12317105102713e-05,"ARMC12/C2CD6/CATSPER1/CCDC38/CELF3/CFAP47/CFAP53/CFAP61/CFAP65/CFAP97D1/DDX4/DNAI1/DRC1/DRC7/EFCAB6/EFHB/FSIP2/HOATZ/IQUB/IRGC/KLC3/LDHC/MEIG1/MNS1/ODAD3/PFN4/PLA2G3/RGN/RIBC1/RIBC2/RNASE10/ROPN1L/RSPH6A/SEPTIN4/SLC22A14/SLC22A16/SPAG6/SPAG8/SPEM3/TAC1/TAC3/TACR2/TCTE1/TEKT1/TEKT2/TEKT3/TEKT5/TMEM232/TSSK4/TSSK6/TTLL8/TTLL9",52,"2"
"GO:0097722","sperm motility","52/2482","196/18986",0.26530612244898,2.02945287704123,5.61801247389572,3.14372418369662e-07,6.59508423394068e-05,6.12317105102713e-05,"ARMC12/C2CD6/CATSPER1/CCDC38/CELF3/CFAP47/CFAP53/CFAP61/CFAP65/CFAP97D1/DDX4/DNAI1/DRC1/DRC7/EFCAB6/EFHB/FSIP2/HOATZ/IQUB/IRGC/KLC3/LDHC/MEIG1/MNS1/ODAD3/PFN4/PLA2G3/RGN/RIBC1/RIBC2/RNASE10/ROPN1L/RSPH6A/SEPTIN4/SLC22A14/SLC22A16/SPAG6/SPAG8/SPEM3/TAC1/TAC3/TACR2/TCTE1/TEKT1/TEKT2/TEKT3/TEKT5/TMEM232/TSSK4/TSSK6/TTLL8/TTLL9",52,"2"
