"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","Module"
"GO:0007269","neurotransmitter secretion","49/3901","146/18986",0.335616438356164,1.63343083789545,3.90711145357813,0.000159796578728414,0.00930429011352436,0.00844854947475324,"ABCC8/ASIC1/BAIAP3/BEST1/BRAF/CACNB4/CHRNA3/CHRNB4/CPLX1/CPLX4/CSPG5/DOC2A/FBXL20/FER1L5/GPER1/GPR158/GRM4/KMO/LIN7A/LIN7B/NAPA/NF1/NR4A1/NRXN2/OTOF/PCLO/PPFIA3/PRKCG/RAB3A/RAB3GAP1/RAB5A/RAP1B/RIMS1/RIMS3/RPH3AL/SLC30A1/SLC4A8/SNAP23/SNAP25/SNCAIP/STX3/SV2A/SYN1/SYNJ1/SYP/SYT1/SYT5/TACR2/TSPOAP1",49,"1"
"GO:0099643","signal release from synapse","49/3901","146/18986",0.335616438356164,1.63343083789545,3.90711145357813,0.000159796578728414,0.00930429011352436,0.00844854947475324,"ABCC8/ASIC1/BAIAP3/BEST1/BRAF/CACNB4/CHRNA3/CHRNB4/CPLX1/CPLX4/CSPG5/DOC2A/FBXL20/FER1L5/GPER1/GPR158/GRM4/KMO/LIN7A/LIN7B/NAPA/NF1/NR4A1/NRXN2/OTOF/PCLO/PPFIA3/PRKCG/RAB3A/RAB3GAP1/RAB5A/RAP1B/RIMS1/RIMS3/RPH3AL/SLC30A1/SLC4A8/SNAP23/SNAP25/SNCAIP/STX3/SV2A/SYN1/SYNJ1/SYP/SYT1/SYT5/TACR2/TSPOAP1",49,"1"
"GO:0000910","cytokinesis","61/3901","192/18986",0.317708333333333,1.54627285738699,3.86875514590615,0.000160700996683293,0.00930429011352436,0.00844854947475324,"AHCTF1/ANK3/ANKRD53/ANLN/AURKA/BIN3/BIRC5/BRCA2/CCP110/CDC14B/CDCA8/CECR2/CENPA/CENPV/CEP55/CHMP1B/CHMP2B/CHMP4BP1/CIT/CKAP2/CSPP1/CUL3/DCDC1/DRD3/E2F7/ECT2/ESPL1/EXOC6B/EXOC8/FSD1/IQGAP3/KIF20A/KIF20B/KIF23/KIF4A/KIF4B/KLHDC8B/KLHL13/KLHL21/MAP10/NOX5/PLK1/PRC1/PRKCE/RAB11A/RAB11FIP4/RACGAP1/RTKN/SEPTIN2/SEPTIN3/SEPTIN4/SETD2/SON/SPIRE1/SPIRE2/SSTR5/STMN1/TEX14/TRIM36/VPS4B/WNK1",61,"1"
"GO:0046717","acid secretion","20/3901","44/18986",0.454545454545455,2.21225326839272,4.0938073787771,0.000174414532001217,0.00991467335094191,0.00900279412071354,"ABCB11/ABCB4/ACACB/AGXT/BEST1/CACNB4/CCKBR/CHRM5/CLDN2/DRD3/KCNQ1/NF1/SLC22A16/SLC26A7/SLC51B/SLC9A4/SNX10/SV2A/TNF/TRH",20,"1"
"GO:0051084","'de novo' post-translational protein folding","20/3901","44/18986",0.454545454545455,2.21225326839272,4.0938073787771,0.000174414532001217,0.00991467335094191,0.00900279412071354,"BAG1/CCT4/DNAJB1/DNAJB12/DNAJB4/DNAJB5/HSPA1A/HSPA1B/HSPA1L/HSPA2/HSPA5/HSPA6/HSPA7/HSPA8/HSPA9/HSPH1/PTGES3/SELENOF/ST13/TCP1",20,"1"
"GO:0006986","response to unfolded protein","48/3901","143/18986",0.335664335664336,1.63366395204385,3.86787664411545,0.000184644995590221,0.0104016680849158,0.00944499863644998,"AGR2/AMFR/ASB11/BAG3/BCL2L11/CREB3L1/CTH/DDIT3/DERL3/DNAJA1/DNAJB1/DNAJB2/DNAJB4/DNAJB5/DNAJB9/DNAJC3/EIF2AK3/EPG5/ERN1/FGF21/FICD/HERPUD1/HSP90AA1/HSP90AB1/HSPA1A/HSPA1L/HSPA2/HSPA4/HSPA4L/HSPA5/HSPA6/HSPA8/HSPB1/HSPB3/HSPB7/HSPB8/HSPH1/MANF/MBTPS1/NFE2L2/PARP16/PPP1R15A/QRICH1/SERP2/TBL2/TRAM1/UBXN4/VCP",48,"1"
"GO:0008608","attachment of spindle microtubules to kinetochore","23/3901","54/18986",0.425925925925926,2.07296324779022,4.01517147184709,0.000196073380575784,0.0107547969187753,0.0097656492597025,"ABRAXAS2/BIRC5/CCNB1/CDCA8/CENPE/ECT2/HNRNPU/KAT2B/KAT5/KIF2C/KNL1/MAD1L1/MIS12/NDC80/NEK2/NUF2/RACGAP1/SGO1/SIRT1/SKA3/SPAG5/TEX14/ZNF207",23,"1"
"GO:0051985","negative regulation of chromosome segregation","23/3901","54/18986",0.425925925925926,2.07296324779022,4.01517147184709,0.000196073380575784,0.0107547969187753,0.0097656492597025,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/DYNC1LI1/FBXO5/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SIRT1/SKA3/TEX14/TTK/USP44/ZNF207",23,"1"
"GO:0120316","sperm flagellum assembly","23/3901","54/18986",0.425925925925926,2.07296324779022,4.01517147184709,0.000196073380575784,0.0107547969187753,0.0097656492597025,"ARMC12/CCDC38/CFAP43/CFAP44/CFAP53/CFAP57/CFAP58/CFAP61/CFAP65/CFAP97D1/DNAH1/DNHD1/DRC1/DRC7/FSIP2/IQCG/KLC3/MEIG1/PLA2G3/RSPH6A/SPAG6/SPEF2/UBE2B",23,"1"
"GO:0098656","monoatomic anion transmembrane transport","50/3901","151/18986",0.33112582781457,1.61157522863046,3.83686188604676,0.000200006989549038,0.0107876570878347,0.0097954871904484,"ABCC11/ABCC2/ABCC5/ABCC6/ABCC9/ANO2/ANO4/ANO7/ANO9/BEST1/BEST2/BEST3/BSND/CFTR/CLCA2/CLCA4/CLCN1/CLCN2/CLCNKA/CLDN4/CLIC2/GABRB1/GABRB3/GABRQ/GABRR1/GLRA1/KCNK2/MCOLN3/NMUR2/SLC12A1/SLC12A5/SLC17A3/SLC17A7/SLC17A8/SLC1A7/SLC25A27/SLC26A11/SLC26A3/SLC26A7/SLC26A8/SLC26A9/SLC4A1/SLC4A10/SLC4A3/SLC4A8/SLC4A9/SLC5A5/TMC4/TTYH2/UCP2",50,"1"
"GO:0007088","regulation of mitotic nuclear division","42/3901","121/18986",0.347107438016529,1.68935704131808,3.86837987293205,0.000200122856579053,0.0107876570878347,0.0097954871904484,"ANAPC15/AURKA/BIRC5/BUB1/CCNB1/CD28/CDC20/CDCA2/CDCA8/CENPF/CUL3/DMRT1/DRD3/DYNC1LI1/ESPL1/FBXO43/FBXO5/HASPIN/IGF2/KIF20B/KNL1/L3MBTL1/MAD1L1/MAD2L1/MAD2L1BP/MKI67/NDC80/NEK2/NUF2/PDGFRB/PHIP/PLK1/RCC1/SKA3/SMPD3/TEX14/TNF/TOM1L2/TTK/UBE2C/USP44/ZNF207",42,"1"
"GO:0007612","learning","52/3901","159/18986",0.327044025157233,1.59170926983728,3.81010542387139,0.00021392214310763,0.0111149429185228,0.0100926716611836,"ABCC8/ARC/ASIC1/ATP1A2/ATP8A1/ATXN1/BRAF/CHRNB2/CLN8/CLSTN2/CNTN2/DLG4/DRD3/EIF4A3/EPM2A/FOSL1/GRIN1/GRIN2A/JPH4/LRRN4/MAP1A/MEIS2/NEUROD2/NF1/NLGN3/NPAS4/NPTX2/NRXN2/NRXN3/OPRK1/PDE1B/PIANP/PIAS1/PLN/RAG1/RELN/SHANK1/SHANK2/SLC12A5/SLC6A4/SLC8A2/SNAP25/SPECC1/SYNGAP1/SYNJ1/TACR2/TAFA2/TBR1/TSC1/UBE3A/UCN/YTHDF1",52,"1"
"GO:0033046","negative regulation of sister chromatid segregation","22/3901","51/18986",0.431372549019608,2.09947172921976,3.99813191095292,0.000215082055515954,0.0111149429185228,0.0100926716611836,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/DYNC1LI1/FBXO5/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SKA3/TEX14/TTK/USP44/ZNF207",22,"1"
"GO:0033048","negative regulation of mitotic sister chromatid segregation","22/3901","51/18986",0.431372549019608,2.09947172921976,3.99813191095292,0.000215082055515954,0.0111149429185228,0.0100926716611836,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/DYNC1LI1/FBXO5/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SKA3/TEX14/TTK/USP44/ZNF207",22,"1"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","22/3901","51/18986",0.431372549019608,2.09947172921976,3.99813191095292,0.000215082055515954,0.0111149429185228,0.0100926716611836,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/DYNC1LI1/FBXO5/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SKA3/TEX14/TTK/USP44/ZNF207",22,"1"
"GO:2000816","negative regulation of mitotic sister chromatid separation","22/3901","51/18986",0.431372549019608,2.09947172921976,3.99813191095292,0.000215082055515954,0.0111149429185228,0.0100926716611836,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/DYNC1LI1/FBXO5/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SKA3/TEX14/TTK/USP44/ZNF207",22,"1"
"GO:0017157","regulation of exocytosis","58/3901","183/18986",0.316939890710383,1.54253288003777,3.75023648024643,0.000246481783365636,0.0126332015687322,0.0114712919713049,"ADRA2A/ANXA1/AP1G1/BAIAP3/BRAF/C9orf72/CACNB4/CCR2/CD160/CD300A/CD84/CFTR/CLASP2/CPLX1/CSPG5/DOC2A/FBXL20/FCGR2B/HAP1/IL13/IL13RA2/IL1RAPL1/ITGAM/KCNB1/LAMP1/LGI3/NCKAP1L/PCLO/PLA2G3/PRKCG/PTAFR/RAB21/RAB2B/RAB3A/RAB3GAP1/RAB5A/RAB7A/RAB9A/RABGEF1/RAP1B/RIMS1/RIMS3/RPH3AL/SDCBP/SEPTIN2/SEPTIN4/SLC4A8/SMCR8/SMPD3/SPI1/STAM/SYN1/SYT1/SYT5/SYT6/UNC13D/VPS4B/VSNL1",58,"1"
"GO:0035249","synaptic transmission, glutamatergic","39/3901","111/18986",0.351351351351351,1.7100119858387,3.81508578705557,0.0002497388813837,0.0126895345092138,0.0115224438194213,"ABCC8/ATP1A2/CACNB4/CACNG5/CACNG7/CCR2/CNIH2/CNIH3/CNR1/DRD3/FRRS1L/FXR1/GRIA4/GRID1/GRIK1/GRIK2/GRIK3/GRIK4/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3B/GRM1/GRM2/GRM4/IQSEC2/KMO/NAPA/NF1/NLGN3/RAB3GAP1/RELN/SLC17A7/SLC17A8/SYT1/TNF/TSHZ3/UCN",39,"1"
"GO:1904666","regulation of ubiquitin protein ligase activity","12/3901","21/18986",0.571428571428571,2.78111839455085,4.15285369648049,0.000251639577665523,0.0126895345092138,0.0115224438194213,"BTRC/CDC14B/CDC20/CDC20B/FBXO5/FZR1/MAD2L1/PLK1/SKP1/UBE2C/UBE2S/USP44",12,"1"
"GO:0044458","motile cilium assembly","30/3901","79/18986",0.379746835443038,1.84821159131544,3.84173191266832,0.000273864758947156,0.0136998107015725,0.0124398021874607,"AHI1/ARMC12/CCDC38/CCDC40/CENPJ/CFAP43/CFAP44/CFAP53/CFAP57/CFAP58/CFAP61/CFAP65/CFAP97D1/DNAAF1/DNAAF3/DNAH1/DNHD1/DRC1/DRC7/FOXJ1/FSIP2/IQCG/KLC3/MEIG1/PLA2G3/RSPH6A/SPAG6/SPEF2/UBE2B/ZMYND10",30,"1"
"GO:0002887","negative regulation of myeloid leukocyte mediated immunity","8/3901","11/18986",0.727272727272727,3.53960522942835,4.2844224036789,0.000285409941645853,0.0140525068119017,0.0127600598859323,"CCR2/CD300A/CD84/CX3CR1/FCGR2B/IL13RA2/RABGEF1/SPI1",8,"1"
"GO:0051256","mitotic spindle midzone assembly","8/3901","11/18986",0.727272727272727,3.53960522942835,4.2844224036789,0.000285409941645853,0.0140525068119017,0.0127600598859323,"BIRC5/CDCA8/KIF23/KIF4A/KIF4B/MAP10/PRC1/RACGAP1",8,"1"
"GO:0031345","negative regulation of cell projection organization","59/3901","188/18986",0.313829787234043,1.52739613956051,3.69556348378687,0.000293076110057061,0.0142367535668054,0.0129273609702035,"APOE/ARHGAP4/CBFA2T2/CCP110/CDH1/CDKL3/DAB1/DENND5A/DIP2B/DNM3/DPYSL5/EFNB2/EFNB3/EPHA4/EPHA7/FAT3/FIGNL2/FKBP4/FSTL4/GFAP/GRIN2B/HRG/INPP5J/KIAA0319/KIF24/LRIG2/MAK/MARCHF7/MCF2/MGARP/MYLIP/NEO1/NGEF/NTN1/PPP3CA/PRNP/PTPRO/RAP1GAP/RAPGEF2/RGMA/RIT2/RNF6/RTN4RL1/SEMA3G/SEMA5A/SLIT1/SLIT2/SPART/SYNGAP1/TBX6/TCHP/TESK1/THOC2/TLX2/TRPC5/TSKU/UBE3A/ULK1/WNT3",59,"1"
"GO:0001558","regulation of cell growth","113/3901","408/18986",0.276960784313726,1.34795628069223,3.61306605006631,0.000295538183775219,0.0142367535668054,0.0129273609702035,"ADAM17/ADCY10/ADNP/AKAP6/APOE/ARHGAP4/ARHGEF11/ARMC12/BMP10/BST2/BTG1/CACNG7/CAV3/CCN3/CDH1/CDHR2/CDKL3/CDKL5/CDKN2AIP/CDKN2C/CDKN2D/CLASP2/CLSTN1/CPNE6/CPNE9/CRABP2/CRYAB/CYFIP1/DACT3/DCSTAMP/DDX3X/DIP2B/DNAJB2/EAF2/ENPP1/EPHA7/EPM2A/ESR2/FHL1/FRZB/FSTL4/GDF9/GNG4/GOLGA4/H3-3B/HNF4A/HRG/HSPA1A/HSPA1B/ING1/INO80/IP6K2/JADE2/KAZALD1/KIAA0319/KIF26A/L1CAM/MAPT/MEG3/MFSD2A/MSX1/MTOR/MUC12/NANOS1/NEDD4L/NPPB/NTN1/NUBP1/OLFM1/OSGIN1/OSTN/PAPPA2/PTCH2/RAB21/RASGRP2/RGMA/RGS2/RGS4/RIMS1/RND2/RNF157/RNF6/RPS6KA1/RPS6KA3/SDCBP/SEMA3G/SEMA4D/SEMA5A/SEMA7A/SERTAD2/SERTAD3/SESN2/SFN/SGK2/SIN3A/SLC44A4/SLIT1/SLIT2/SMURF1/SPAG9/SPART/SUPV3L1/SYT1/TCHP/TRIM40/TRPC5/TSPYL2/TTL/UCN/ULK1/WNT3/ZC3H12D/ZNF639",113,"1"
"GO:0010965","regulation of mitotic sister chromatid separation","25/3901","62/18986",0.403225806451613,1.96248273809032,3.86013899541804,0.000296558911849326,0.0142367535668054,0.0129273609702035,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/CUL3/DYNC1LI1/ESPL1/FBXO5/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SKA3/TEX14/TTK/UBE2C/USP44/ZNF207",25,"1"
"GO:0048638","regulation of developmental growth","93/3901","325/18986",0.286153846153846,1.39269851911739,3.63123291368961,0.000298259190348874,0.0142367535668054,0.0129273609702035,"ACACB/ACTN3/ADCY10/ADNP/AGR2/AKAP6/APOE/ARHGAP4/BCL2L11/BMP10/CACNA2D2/CACNG7/CAPN3/CAV3/CDH1/CDKL3/CDKL5/CGA/CLASP2/COLQ/CPNE6/CPNE9/CRABP2/CYFIP1/DIP2B/DLL1/DUSP10/EPHA7/EPPK1/ERBB4/FGFR2/FGFR3/FOXC2/FSTL4/GDF5/GHR/GHRHR/GHSR/GLI1/GNAS/GOLGA4/HEY2/IGF2/KCNK2/KIAA0319/L1CAM/LATS1/LIN7A/LIN7B/MAPT/MFSD2A/MSTN/NEDD4L/NIPBL/NTN1/OLFM1/OSTN/PIK3CA/PIM1/PPARD/RAB21/RAI1/RGMA/RGS2/RGS4/RIMS1/RND2/RNF157/RNF6/RPS6KB1/SEMA3G/SEMA4D/SEMA5A/SEMA7A/SIN3A/SLC6A4/SLIT1/SMURF1/SOD1/SOX15/SPAG9/SPART/SPTBN4/STK3/SYT1/TBX2/TLL2/TP73/TRPC5/TTL/ULK1/VIL1/WNT3",93,"1"
"GO:0035235","ionotropic glutamate receptor signaling pathway","14/3901","27/18986",0.518518518518518,2.52360743209244,4.02872728530732,0.000304316184799845,0.0143074368688228,0.0129915433384279,"CDK5R1/CPEB4/DLG4/GRIA4/GRIK1/GRIK2/GRIK3/GRIK4/GRIN1/GRIN2A/GRIN2B/GRIN2C/GRIN3B/PLP1",14,"1"
"GO:0070841","inclusion body assembly","14/3901","27/18986",0.518518518518518,2.52360743209244,4.02872728530732,0.000304316184799845,0.0143074368688228,0.0129915433384279,"APOE/BAG3/DNAJA4/DNAJB1/DNAJB2/DNAJB6/EPG5/HSPA1A/HSPA1B/HSPA2/MAPT/PSMC6/SNCAIP/VCP",14,"1"
"GO:1900034","regulation of cellular response to heat","10/3901","16/18986",0.625,3.04184824403999,4.15499404298946,0.00031067320932162,0.0144499968691459,0.0131209917112919,"CHORDC1/CREBBP/DNAJB1/DNAJB6/EP300/IER5/MAPKAPK2/MAPT/MTOR/SIRT1",10,"1"
"GO:0086010","membrane depolarization during action potential","15/3901","30/18986",0.5,2.43347859523199,3.99575736304484,0.000311970186683943,0.0144499968691459,0.0131209917112919,"ANK2/ANK3/ATP1A2/CACNA1C/CACNA1D/CACNA1G/CAV3/CLCN2/HCN2/KCNH2/SCN10A/SCN11A/SCN1A/SCN3A/SLC8A1",15,"1"
"GO:0006858","extracellular transport","21/3901","49/18986",0.428571428571429,2.08583879591314,3.87015557627507,0.000331522279005669,0.0148072057901603,0.013445347165087,"ADCY10/CABYR/CCDC40/CFAP43/CFAP45/CFAP53/DNAAF1/DNAH1/DNAH11/DNAH9/DNAI1/GAS8/KIF27/ODAD3/ODAD4/OFD1/ROPN1L/RSPH4A/SPAG6/SPEF2/WWP2",21,"1"
"GO:0007094","mitotic spindle assembly checkpoint signaling","21/3901","49/18986",0.428571428571429,2.08583879591314,3.87015557627507,0.000331522279005669,0.0148072057901603,0.013445347165087,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/DYNC1LI1/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SKA3/TEX14/TTK/USP44/ZNF207",21,"1"
"GO:0071173","spindle assembly checkpoint signaling","21/3901","49/18986",0.428571428571429,2.08583879591314,3.87015557627507,0.000331522279005669,0.0148072057901603,0.013445347165087,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/DYNC1LI1/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SKA3/TEX14/TTK/USP44/ZNF207",21,"1"
"GO:0071174","mitotic spindle checkpoint signaling","21/3901","49/18986",0.428571428571429,2.08583879591314,3.87015557627507,0.000331522279005669,0.0148072057901603,0.013445347165087,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/DYNC1LI1/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SKA3/TEX14/TTK/USP44/ZNF207",21,"1"
"GO:0097720","calcineurin-mediated signaling","21/3901","49/18986",0.428571428571429,2.08583879591314,3.87015557627507,0.000331522279005669,0.0148072057901603,0.013445347165087,"ACTN3/ADGRB2/AKAP6/CAMTA1/CHERP/CLEC7A/ERBB3/HOMER2/LMCD1/MTOR/NFAM1/NFAT5/NFATC1/NFATC2/PPP3CA/PPP3R1/PPP3R2/PRNP/SLC8A2/SPPL3/TNF",21,"1"
"GO:0003351","epithelial cilium movement involved in extracellular fluid movement","20/3901","46/18986",0.434782608695652,2.11606834367999,3.85389907320387,0.000362870393875768,0.0160924012262779,0.0146123397130713,"ADCY10/CABYR/CCDC40/CFAP43/CFAP45/CFAP53/DNAAF1/DNAH1/DNAH11/DNAH9/DNAI1/GAS8/KIF27/ODAD3/ODAD4/OFD1/ROPN1L/RSPH4A/SPAG6/SPEF2",20,"1"
"GO:0060271","cilium assembly","110/3901","398/18986",0.276381909547739,1.34513892198753,3.53866752972548,0.000383842004853887,0.0169025637771222,0.015347989430555,"AHI1/ARMC12/ASAP1/ATP6V0D1/BBS9/C2CD3/CC2D2B/CCDC38/CCDC40/CCDC63/CCP110/CDC14B/CDKL1/CDKL5/CELSR2/CENPJ/CEP20/CEP250/CEP350/CFAP100/CFAP43/CFAP44/CFAP53/CFAP57/CFAP58/CFAP61/CFAP65/CFAP70/CFAP74/CFAP97D1/CYLD/DCDC2/DNAAF1/DNAAF3/DNAH1/DNAH17/DNAH2/DNAH7/DNAH8/DNAI1/DNAI2/DNAI3/DNAI4/DNHD1/DNMBP/DRC1/DRC7/DZIP1L/ERICH3/FAM161A/FHDC1/FOXJ1/FSIP2/GAS8/HAP1/HOATZ/HYDIN/HYLS1/IQCG/IQUB/KCNJ10/KCNQ1/KIF24/KIF27/KLC3/LRGUK/LRRC23/LRRC43/MAK/MARCHF7/MEIG1/ODAD1/ODAD3/ODAD4/OFD1/ONECUT2/PCNT/PIBF1/PLA2G3/PLK4/PTPDC1/RAB11A/RAB17/RP1/RP1L1/RP2/RSPH4A/RSPH6A/SAXO1/SCLT1/SEPTIN2/SNX10/SPAG6/SPEF2/SYNE2/TBC1D31/TBC1D32/TCHP/TEKT1/TEKT2/TEKT3/TEKT5/TESK1/TMEM17/TMEM216/TTBK2/TTLL8/UBE2B/VANGL2/ZMYND10",110,"1"
"GO:0010977","negative regulation of neuron projection development","44/3901","132/18986",0.333333333333333,1.62231906348799,3.64853853720912,0.00039739708402879,0.0172564164335557,0.0156692973044685,"APOE/ARHGAP4/CBFA2T2/CDH1/CDKL3/DAB1/DENND5A/DIP2B/DNM3/EFNB2/EFNB3/EPHA4/EPHA7/FAT3/FIGNL2/FKBP4/FSTL4/GFAP/INPP5J/KIAA0319/LRIG2/MCF2/MGARP/MYLIP/NEO1/NGEF/NTN1/PTPRO/RGMA/RIT2/RNF6/RTN4RL1/SEMA3G/SEMA5A/SLIT1/SLIT2/SPART/SYNGAP1/TBX6/THOC2/TSKU/UBE3A/ULK1/WNT3",44,"1"
"GO:0045834","positive regulation of lipid metabolic process","44/3901","132/18986",0.333333333333333,1.62231906348799,3.64853853720912,0.00039739708402879,0.0172564164335557,0.0156692973044685,"AADAC/ABCG4/ABHD5/APOA1/APOE/CGA/CYP7A1/DAGLB/EEF1A2/ELOVL5/FABP3/FGF21/GHSR/GNAI1/GPLD1/HSD17B13/HTR2C/IRS2/KAT2B/KAT5/KLHL25/MAPK1/MAPT/MFSD2A/MTOR/NR1H4/OGT/PCK1/PLA2G3/PLA2G6/PLIN5/PNPLA2/PPARD/PPARG/PPARGC1A/PRKCE/QKI/RDH10/RGN/SORBS1/STAR/TNF/WNT4/ZNF750",44,"1"
"GO:0099072","regulation of postsynaptic membrane neurotransmitter receptor levels","40/3901","117/18986",0.341880341880342,1.66391698819281,3.66313469975971,0.000400165793229865,0.0172568048625265,0.01566965000858,"ARC/CACNA2D2/CACNG5/CACNG7/CLSTN1/CPLX1/CTNND1/DLG1/DLG2/DLG4/EFNB2/ERBB4/ERBIN/FRRS1L/GABARAP/GHSR/GPC4/GPC6/GRID1/GRIP1/GRIP2/HPCA/HSP90AA1/IGSF11/IQSEC2/KIF2C/LHFPL4/LRRC7/NPTX1/NSG2/OGT/OLFM1/PPFIA1/PPP3R1/RAB11A/SLC12A5/STX3/SUSD4/TRAF6/VPS35",40,"1"
"GO:0032535","regulation of cellular component size","101/3901","361/18986",0.279778393351801,1.36166946326001,3.52807590749452,0.000409393837707768,0.017533833336895,0.0159211994275105,"ACTN2/ADCY10/ADNP/AKT1S1/APOE/AQP1/ARHGAP4/ARHGAP5/ARPC2/ARPC5/BAIAP2/BAIAP2L1/BORCS5/CARMIL2/CAV3/CCL24/CCL26/CCR7/CDC42EP4/CDH1/CDHR2/CDHR5/CDKL3/CDKL5/CLASP2/CLN8/CNTN2/CRABP2/CYFIP1/DAAM2/DIP2B/DLG1/DNM1/DSTN/EPHA7/FCHSD1/FER/FLII/FMN1/FSTL4/GLA/GOLGA4/HSP90AA1/IQGAP3/KCNMA1/KIAA0319/L1CAM/LATS1/LMOD2/MAPT/MEGF9/MTOR/MYO3B/NCKAP1L/NEB/NPHS1/NTN1/OLFM1/PAK3/PIK3CA/PLEK/PLEKHG2/PRKCE/RAB11A/RAB21/RAB22A/RAB5A/RAP1GAP2/RB1CC1/RET/RGMA/RIN3/RND2/RNF6/SEMA3G/SEMA4D/SEMA5A/SEMA7A/SH3BP1/SIN3A/SLC12A1/SLC12A5/SLIT1/SLIT2/SMURF1/SPART/SPTB/SPTBN4/SSH2/TRPC5/TSC1/TTL/UCN/ULK1/VAV1/VAV3/VIL1/WAS/WNK1/WNT3/XK",101,"1"
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","22/3901","53/18986",0.415094339622642,2.02024638094731,3.78228193886392,0.000415737537969137,0.017564910979196,0.0159494187752882,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/DYNC1LI1/FBXO5/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SKA3/TEX14/TTK/USP44/ZNF207",22,"1"
"GO:1905819","negative regulation of chromosome separation","22/3901","53/18986",0.415094339622642,2.02024638094731,3.78228193886392,0.000415737537969137,0.017564910979196,0.0159494187752882,"ANAPC15/BIRC5/BUB1/CCNB1/CDC20/CDCA8/CENPF/DYNC1LI1/FBXO5/HASPIN/KNL1/MAD1L1/MAD2L1/MAD2L1BP/NDC80/NUF2/PLK1/SKA3/TEX14/TTK/USP44/ZNF207",22,"1"
"GO:0061387","regulation of extent of cell growth","35/3901","99/18986",0.353535353535354,1.72064143097212,3.65574548801229,0.000443070265924039,0.0185831350892414,0.0168739940696033,"ADCY10/ADNP/APOE/ARHGAP4/CDH1/CDKL3/CDKL5/CLASP2/CRABP2/CYFIP1/DIP2B/EPHA7/FSTL4/GOLGA4/KIAA0319/L1CAM/MAPT/NTN1/OLFM1/RAB21/RGMA/RND2/RNF6/SEMA3G/SEMA4D/SEMA5A/SEMA7A/SIN3A/SLIT1/SMURF1/SPART/TRPC5/TTL/ULK1/WNT3",35,"1"
"GO:0050881","musculoskeletal movement","24/3901","60/18986",0.4,1.94678287618559,3.73522889448789,0.000447860576922879,0.0185831350892414,0.0168739940696033,"ACTN3/ATP2A1/CASQ1/CAV3/CLN8/DRD3/GSTM2/HSP90AA1/ITPR1/KBTBD13/MAP1A/MTOR/MYH14/MYH3/NR4A1/RPS6KB1/SCN4A/STAC2/STAC3/TNF/TNNC2/TNNI1/VPS35/VTI1A",24,"1"
"GO:0008361","regulation of cell size","56/3901","179/18986",0.312849162011173,1.52262347858091,3.57253332085245,0.000448753142247792,0.0185831350892414,0.0168739940696033,"ADCY10/ADNP/AKT1S1/APOE/AQP1/ARHGAP4/ARHGAP5/CAV3/CDH1/CDKL3/CDKL5/CLASP2/CLN8/CRABP2/CYFIP1/DIP2B/EPHA7/FSTL4/GOLGA4/HSP90AA1/IQGAP3/KCNMA1/KIAA0319/L1CAM/MAPT/MTOR/NTN1/OLFM1/PLEK/RAB21/RAP1GAP2/RB1CC1/RET/RGMA/RND2/RNF6/SEMA3G/SEMA4D/SEMA5A/SEMA7A/SIN3A/SLC12A1/SLC12A5/SLIT1/SMURF1/SPART/TRPC5/TSC1/TTL/UCN/ULK1/VAV1/VAV3/WNK1/WNT3/XK",56,"1"
